studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2003-16511,Richards,Hart,Karen,,7/10/1994,22,91459 Annamark Street
2003-08604,Hart,Cooper,Gregory,I,7/25/1993,23,2215 American Hill
2012-80581,Murray,Thomas,Phillip,,10/22/1997,19,775 Portage Place
2004-95903,Ellis,Stone,Scott,,4/8/1995,21,567 Lakewood Gardens Crossing
2000-98937,Elliott,Stanley,Robert,,3/27/1990,26,85 Summerview Hill
2009-32110,Rodriguez,Gordon,Andrea,,10/9/1990,26,5 Fisk Pass
2005-72927,Thomas,Lane,Heather,,8/8/1990,26,529 Gina Hill
2000-88611,Richards,Garza,Mildred,,5/6/1995,21,39851 Becker Hill
2010-00188,Peterson,Williams,Martha,,3/2/1992,24,282 Homewood Parkway
2001-10127,Richards,Ford,Lisa,,1/11/1997,19,709 Michigan Court
2010-35993,Alvarez,,Joan,,10/9/1990,26,3972 Ohio Avenue
2014-32656,Dixon,Cox,Tina,,3/8/1991,25,5845 Bonner Avenue
2004-14786,Martin,Crawford,Susan,,1/28/1990,26,2 Northwestern Center
2018-58629,Fisher,Gilbert,James,,5/20/1997,19,5 Macpherson Alley
2003-75589,Cole,Barnes,Benjamin,,12/14/1993,23,6 Debra Way
2001-52711,Porter,Stephens,Brenda,II,8/23/1991,25,37 Lindbergh Street
2006-25687,Hall,,Martin,III,7/18/1990,26,5 Bluejay Park
2010-67580,Alvarez,Henry,Amanda,,1/29/1990,26,6 Loomis Circle
2015-72023,Ford,Chavez,Cynthia,Jr.,6/12/1990,26,8409 Maple Wood Hill
2002-16573,Berry,Rice,Kathryn,III,10/20/1997,19,45389 Doe Crossing Drive
2001-68923,Martin,Dunn,Kathy,III,4/9/1990,26,0 Raven Point
2008-38480,Stanley,Duncan,Ruby,,2/1/1990,26,4 Oxford Park
2002-02783,Weaver,Banks,Kathryn,,2/10/1998,18,23607 Buena Vista Court
2001-55708,Spencer,Porter,Benjamin,,11/16/1997,19,3 Rigney Drive
2013-56597,Nguyen,Griffin,Russell,,8/20/1990,26,13346 David Alley
2015-91003,Powell,Garcia,Julia,,7/22/1995,21,7946 Old Shore Terrace
2005-97140,Kelley,Taylor,Robert,Sr.,10/16/1993,23,2 Buhler Junction
2014-18149,Adams,Franklin,Frank,,4/17/1997,19,23532 Welch Road
2009-47873,Brown,Oliver,Wayne,,12/4/1996,20,9 Tennessee Court
2001-19908,Williamson,Bryant,Dennis,,1/19/1995,21,0535 Sugar Place
2015-91352,Jenkins,Collins,Jack,,3/8/1994,22,8 Upham Court
2010-09235,Dixon,,Kathleen,,1/23/1995,21,51 Bobwhite Point
2005-75155,Bowman,Parker,Julia,,11/26/1994,22,9 Chive Park
2008-86183,Dunn,Alexander,Norma,,1/2/1998,18,7 Westport Crossing
2001-86552,Banks,Perry,Victor,,6/4/1994,22,5 Haas Lane
2000-28333,Morales,Lane,Frances,I,7/19/1997,19,9145 Sutherland Avenue
2019-50041,Gibson,Harvey,Carl,,10/2/1993,23,632 Tennessee Junction
2003-55639,Wright,Watson,Brandon,,11/24/1991,25,789 Saint Paul Junction
2015-41796,Peters,,Barbara,,7/8/1995,21,42642 Manley Alley
2017-47524,Thompson,Perry,Henry,,10/5/1993,23,21125 Lunder Terrace
2004-98034,Kennedy,Thomas,Sarah,,5/17/1996,20,028 Sachtjen Hill
2013-67409,Reynolds,Wheeler,Judy,,6/3/1995,21,95057 Westridge Pass
2011-40043,Wells,Perez,Jeffrey,,12/28/1991,25,62 Mallard Avenue
2009-81444,Price,,Sharon,,3/11/1993,23,7070 8th Circle
2003-87711,Jones,Lawrence,Aaron,III,12/16/1995,21,3544 Reinke Pass
2010-04239,Chapman,Washington,Jonathan,,2/16/1998,18,0500 Butternut Way
2018-13220,Bryant,Watkins,Arthur,,1/15/1992,24,9 Dottie Park
2012-89252,Nichols,Hansen,Nancy,III,8/24/1991,25,257 Nova Way
2012-86136,Wallace,Cruz,Marie,,12/4/1996,20,16 Hoffman Avenue
2019-18624,Ellis,Roberts,Thomas,III,9/29/1990,26,78220 Bartillon Crossing
2004-44511,Mcdonald,Hicks,Todd,,2/8/1992,24,9 Green Plaza
2008-68831,Welch,Foster,Matthew,III,5/16/1993,23,53 Helena Alley
2012-46249,Henderson,Moreno,Bobby,,8/1/1994,22,73532 Center Way
2007-51228,Simmons,Wagner,Justin,,5/6/1996,20,7 New Castle Road
2014-14186,White,Coleman,Henry,,5/25/1994,22,9 Kipling Hill
2000-55535,Woods,Simpson,Ryan,,1/30/1997,19,1 Ohio Pass
2008-73412,Miller,,Raymond,,3/21/1995,21,771 Brentwood Circle
2009-68590,Anderson,Ford,Irene,,5/23/1991,25,8 Loeprich Way
2014-77751,Harris,Morgan,Jonathan,Sr.,12/29/1995,21,27382 Shasta Point
2011-88652,Graham,Shaw,Phyllis,,8/1/1996,20,0880 Rutledge Crossing
2017-67186,Rose,Fernandez,Jennifer,I,12/2/1990,26,41223 Hovde Park
2000-60402,Cook,Alexander,Albert,,2/4/1997,19,06056 Hermina Lane
2000-21708,Wells,Montgomery,Eugene,Sr.,2/22/1998,18,51203 Grayhawk Park
2009-70426,James,Lawrence,Billy,,8/8/1994,22,688 Golf View Crossing
2009-79925,Hawkins,Chapman,Laura,,7/29/1995,21,27 Marcy Hill
2014-83152,Thompson,Ramos,Mildred,,5/30/1993,23,64 Steensland Park
2001-94159,Harvey,Mason,Mark,,10/26/1997,19,88472 Stang Center
2002-90385,Nguyen,Kennedy,Jean,,2/5/1990,26,6 Toban Park
2003-05142,Simmons,Graham,Martha,Jr.,11/4/1991,25,22699 Forster Point
2009-55609,Campbell,Schmidt,Norma,,5/8/1991,25,2 Fuller Court
2006-38890,Larson,Howard,Jesse,,8/18/1995,21,492 Weeping Birch Center
2009-15327,Meyer,Fox,Timothy,II,5/17/1993,23,76574 Erie Parkway
2016-73030,Baker,Moreno,Doris,,10/4/1992,24,863 Scott Crossing
2001-63999,Turner,,Robin,,10/17/1994,22,755 Erie Pass
2003-58808,Morris,,Betty,III,2/19/1996,20,47696 1st Terrace
2019-62281,Stewart,Hill,Dennis,,2/20/1992,24,83058 Shopko Road
2002-71277,Hughes,Bryant,Edward,,1/4/1997,19,98 Delladonna Park
2011-34238,Hicks,Jenkins,Jerry,,9/15/1997,19,402 Pond Street
2003-72284,Miller,Hudson,Juan,III,10/12/1994,22,27080 Mallory Circle
2002-62085,Holmes,Mitchell,Emily,,11/19/1997,19,94356 Westport Pass
2019-57427,Williams,Chapman,Bonnie,,3/2/1996,20,6354 Westport Street
2011-24451,Jones,Hanson,Jennifer,III,4/13/1998,18,0 Loftsgordon Pass
2012-96627,Taylor,,Brenda,Sr.,5/5/1997,19,3 Macpherson Plaza
2005-23310,Sims,Kennedy,Gregory,,2/23/1998,18,28 Aberg Trail
2009-23328,Russell,Walker,Pamela,,6/28/1990,26,04004 Havey Road
2016-95622,Kelley,Ray,Harold,,11/19/1996,20,2988 Merrick Parkway
2012-66218,Fuller,Young,Stephen,III,12/6/1990,26,330 Clarendon Terrace
2015-57805,Walker,Edwards,Lisa,,3/17/1991,25,151 Commercial Trail
2005-84309,Stephens,Mccoy,Brandon,III,6/13/1995,21,642 Karstens Trail
2008-47918,Graham,,Juan,,6/28/1990,26,7 Loomis Center
2016-16608,Carr,Ruiz,Susan,,12/8/1991,25,76394 Hanover Terrace
2005-95908,Morris,,Antonio,,3/20/1992,24,00 Bonner Drive
2017-88593,Stewart,Edwards,Gary,,12/2/1996,20,938 David Trail
2009-89465,Moore,Greene,Matthew,,9/10/1994,22,5 Hoepker Crossing
2019-68601,Burton,Garcia,Larry,,7/20/1997,19,9 Barnett Circle
2012-50136,Jenkins,Carter,Matthew,,2/6/1996,20,80716 Grayhawk Lane
2001-15380,Spencer,Ray,Howard,,7/17/1991,25,921 Valley Edge Parkway
2007-36803,Ross,Hernandez,Scott,,5/17/1997,19,7412 Pleasure Lane
2009-12702,Mccoy,Stevens,Susan,,3/17/1996,20,8758 Graceland Road
2003-23290,Williamson,West,Harry,,5/11/1991,25,554 Northland Trail
2000-16537,Wells,Payne,Adam,II,10/3/1991,25,70 Nobel Lane
2014-66846,Morrison,Chavez,Gary,,6/29/1995,21,83951 Crescent Oaks Crossing
2012-28609,Mcdonald,Walker,Nancy,,10/25/1994,22,3244 David Way
2006-42500,Banks,Alvarez,Catherine,,2/9/1997,19,78412 Oakridge Parkway
2003-60675,Fields,Dunn,Elizabeth,III,3/9/1996,20,95921 Redwing Junction
2006-44091,Holmes,Lynch,Heather,I,5/26/1990,26,08 Judy Parkway
2010-93153,Perez,,Christina,I,5/7/1998,18,5394 Meadow Ridge Place
2019-64697,Rose,Vasquez,Ralph,,7/6/1994,22,5 Northview Lane
2013-78180,Murray,Greene,Kelly,,2/28/1994,22,6 Veith Plaza
2000-29558,Turner,,Catherine,III,8/15/1991,25,1474 Di Loreto Parkway
2018-67377,Stevens,,Matthew,II,4/13/1998,18,3 Pepper Wood Point
2004-64193,Armstrong,Burns,Marilyn,,7/26/1990,26,3 Algoma Hill
2000-72267,Taylor,Carter,Bruce,III,6/28/1991,25,9 Londonderry Point
2000-93993,Harvey,Stanley,Judith,,10/8/1997,19,0862 Springview Circle
2018-37125,Jones,Romero,Harold,Jr.,1/30/1992,24,40 Tennessee Terrace
2015-52229,Nichols,Bradley,Carlos,II,5/20/1993,23,87 Ridgeview Court
2006-25460,Ross,Richardson,Catherine,III,9/23/1995,21,46516 Delaware Way
2014-90628,Wells,Ruiz,Susan,II,7/26/1994,22,55 8th Pass
2005-80888,Hunt,Russell,Donald,I,7/8/1994,22,62 Mifflin Plaza
2004-58832,Price,Lopez,Craig,,10/19/1996,20,6 Browning Avenue
2008-34320,Diaz,Butler,Jacqueline,,4/6/1996,20,2103 Algoma Center
2006-32841,Warren,Ryan,Keith,,1/31/1994,22,2 Kennedy Plaza
2004-58045,Fernandez,Palmer,Melissa,,5/1/1997,19,7938 Lukken Center
2006-15730,Stevens,Wright,Larry,,10/27/1991,25,19346 Spenser Hill
2005-39517,Murphy,Flores,Debra,,12/19/1996,20,79 Bluestem Avenue
2004-08945,Hamilton,Dixon,Thomas,,11/10/1991,25,3 Warbler Drive
2008-75971,Scott,Hunt,Donald,,1/4/1990,26,14 Shelley Lane
2006-75798,Thompson,Roberts,Jennifer,,10/2/1992,24,00599 Utah Crossing
2018-96751,Graham,,Daniel,,11/8/1990,26,324 Waubesa Court
2011-44690,Bennett,,Susan,,7/16/1990,26,47567 Green Plaza
2007-66353,Morgan,Perkins,Lawrence,,10/14/1990,26,222 Nancy Place
2010-65017,Wilson,Larson,Antonio,,9/26/1996,20,6188 Quincy Lane
2009-51008,Perez,Olson,Brenda,III,4/14/1996,20,771 Meadow Ridge Junction
2010-26985,Cox,Garrett,Arthur,III,8/2/1991,25,97 Sunbrook Point
2000-35437,Ramirez,Garrett,Patrick,,2/28/1990,26,33 Badeau Trail
2016-40623,Lewis,Weaver,Walter,,4/21/1992,24,20732 Almo Lane
2012-93230,Porter,Morris,Emily,III,9/6/1994,22,0 Portage Pass
2005-12344,Willis,Day,Lillian,III,3/8/1995,21,3830 Helena Place
2008-71037,King,Moreno,Kevin,,1/30/1991,25,36 Autumn Leaf Drive
2002-68645,Nelson,Hansen,Sara,,12/16/1994,22,72682 Charing Cross Lane
2015-77498,Nelson,Dixon,Philip,,5/21/1996,20,3656 Kim Hill
2006-36901,Henderson,Howell,Raymond,,5/28/1990,26,60647 Nova Center
2011-12149,Holmes,Morris,Kelly,,5/31/1997,19,6 Arkansas Trail
2001-97439,Owens,,Billy,III,4/26/1993,23,4 Declaration Point
2004-71847,Alvarez,Barnes,Rebecca,III,9/23/1997,19,83 Hoepker Point
2001-33469,Ruiz,Schmidt,Samuel,I,1/13/1991,25,8575 Bowman Parkway
2013-55627,Owens,,Susan,Sr.,2/15/1996,20,7 Holy Cross Circle
2002-63561,Harper,Bennett,Dorothy,,4/26/1991,25,152 Forest Run Drive
2010-15718,Kennedy,Rodriguez,Christina,,6/13/1990,26,32 Swallow Terrace
2003-88900,Dean,Peters,Willie,,1/14/1998,18,95977 Aberg Court
2002-99027,Jackson,Sanders,Angela,,6/29/1995,21,92218 Corry Court
2017-54677,Hughes,Turner,Louise,,7/8/1996,20,7686 Lukken Point
2011-03292,Webb,Ross,Evelyn,III,4/21/1994,22,4 Crescent Oaks Court
2006-75801,Fernandez,Harvey,Justin,,5/26/1992,24,87722 Bashford Pass
2015-58747,Perez,Scott,Tammy,III,5/16/1992,24,89141 Fairfield Trail
2012-35981,Gomez,Perez,Andrea,,11/14/1993,23,70 Myrtle Circle
2009-43921,Peters,George,Eric,,2/4/1997,19,2260 Holy Cross Circle
2003-85585,Ellis,Thompson,Margaret,II,10/20/1995,21,82 Fairfield Crossing
2003-27228,Ward,,Bruce,,12/30/1992,24,64902 Boyd Place
2007-69404,Evans,Stevens,Jeremy,,7/8/1995,21,88 Fuller Terrace
2016-21146,Long,Diaz,Denise,,6/13/1992,24,765 Vahlen Plaza
2019-81266,Chavez,Long,Emily,,2/17/1998,18,4 Eggendart Avenue
2015-28413,Kennedy,,Michael,,6/17/1995,21,0161 Charing Cross Court
2002-56183,Snyder,Holmes,Steve,,4/17/1995,21,13495 Mccormick Alley
2012-50405,Perkins,Burton,Harold,,8/11/1993,23,91 Burning Wood Circle
2003-03557,Roberts,Watkins,Dennis,,2/16/1990,26,0032 Sunbrook Plaza
2005-80350,Armstrong,Marshall,Emily,,9/2/1994,22,8182 Logan Place
2015-17174,Allen,,Nicole,,4/5/1991,25,808 Montana Hill
2006-66615,Gonzalez,Berry,Marilyn,III,6/27/1994,22,90 Moulton Crossing
2007-19638,Harvey,Garrett,Mary,Sr.,9/12/1994,22,7 Dryden Lane
2018-73222,Kelly,Nichols,Robin,II,4/3/1993,23,96 Brown Alley
2009-15069,Hall,Armstrong,Scott,,9/6/1990,26,86950 Delaware Terrace
2009-58392,Duncan,Thompson,Andrea,,8/19/1992,24,3 Browning Lane
2002-86443,Johnson,Hughes,Bobby,II,11/21/1990,26,28 4th Junction
2006-84612,Oliver,Moore,Eugene,,6/4/1992,24,699 Heath Plaza
2015-27740,Fisher,Robertson,Fred,,6/8/1997,19,8300 Monterey Avenue
2006-87763,Flores,Vasquez,George,,12/6/1996,20,9 Hermina Street
2004-53810,Oliver,Gonzalez,Stephen,II,7/27/1997,19,0239 Lakewood Gardens Trail
2019-20063,Burke,Smith,Harry,II,7/17/1997,19,6772 Oak Point
2016-55037,Lawrence,,Doris,,12/6/1996,20,94 Comanche Park
2018-58389,Willis,Robertson,Peter,,3/19/1992,24,5441 Anthes Terrace
2008-75055,West,Holmes,Bonnie,,4/10/1997,19,1900 Oak Parkway
2003-90606,Scott,Fuller,Brandon,,4/19/1990,26,357 Trailsway Terrace
2001-37575,Hanson,Duncan,Patrick,,2/2/1993,23,58 Holmberg Parkway
2013-18171,George,,Christina,,12/31/1997,19,4590 Bellgrove Crossing
2017-40332,Ortiz,Henderson,Janet,,4/6/1998,18,91855 Express Court
2018-42071,Simpson,Bishop,Earl,,1/9/1996,20,68 Birchwood Road
2015-04444,Graham,Cole,Gregory,,12/15/1991,25,98 Blaine Lane
2007-94465,Bryant,Grant,Carolyn,,1/12/1996,20,4 Red Cloud Trail
2019-91505,Walker,Scott,Brandon,III,5/19/1995,21,42 Comanche Way
2018-55536,Jacobs,Castillo,Laura,,8/1/1997,19,4620 Canary Hill
2003-36529,Black,Thomas,Jason,,4/8/1992,24,09 Declaration Park
2002-04527,Reid,Fernandez,Paul,,3/31/1992,24,033 Forster Way
2004-75894,Myers,Wagner,Beverly,II,7/16/1995,21,4748 Golf Course Plaza
2008-67749,Lane,Welch,Betty,,2/21/1995,21,2019 Melrose Alley
2018-31972,Sanders,Lopez,Theresa,,7/15/1996,20,42 Pierstorff Trail
2002-26890,Burton,Garcia,Todd,,1/6/1991,25,29 Cascade Alley
2003-25510,Powell,Boyd,Diane,II,8/22/1997,19,44 Butterfield Court
2015-57085,Hawkins,Harrison,Billy,III,5/17/1990,26,44 Kinsman Circle
2004-17316,Jackson,Sims,Jane,,8/4/1991,25,88 Schurz Alley
2002-57770,Dean,Marshall,Kenneth,,7/8/1997,19,1064 Hallows Hill
2017-22318,Diaz,,Marie,I,3/22/1996,20,1 Thompson Hill
2012-05217,Kelley,,Michael,,1/10/1997,19,9380 Morning Pass
2005-60132,Ruiz,Moore,Jose,,12/24/1992,24,5522 Colorado Parkway
2013-52628,Walker,Kelley,Roy,,3/9/1994,22,7654 Loomis Circle
2005-37748,Matthews,Garrett,Joshua,III,3/29/1991,25,66 Sutherland Court
2017-56954,Richardson,,Janet,III,2/2/1991,25,295 Fallview Point
2002-93082,Fuller,Sims,Barbara,,2/18/1997,19,270 Katie Place
2001-49282,Stewart,Greene,Adam,,1/19/1990,26,7 Vidon Point
2014-35032,Grant,Gray,Antonio,,12/16/1991,25,41 Duke Way
2008-19348,Washington,Castillo,Steven,III,1/8/1997,19,2 Pierstorff Way
2019-15205,Simpson,Smith,Kathryn,Sr.,4/18/1990,26,59 Mendota Point
2013-06093,Ruiz,Myers,Eugene,,2/21/1993,23,379 Porter Court
2013-56291,Fisher,Hanson,Christopher,,6/16/1993,23,5 East Parkway
2012-52491,Rodriguez,,Betty,,2/21/1995,21,5309 Straubel Park
2011-18131,Rogers,Wells,Debra,III,6/23/1992,24,25 8th Trail
2000-80568,Dean,Morgan,Walter,,9/26/1996,20,28577 Oriole Center
2002-48314,Simmons,Perez,Shawn,,1/2/1993,23,93 Ryan Parkway
2007-04375,Graham,,Christine,,3/29/1996,20,9347 Mayfield Circle
2018-19556,Thomas,Stewart,Jeffrey,,12/26/1990,26,47909 Dwight Plaza
2012-27955,Bradley,Rice,Daniel,III,12/6/1995,21,9 Meadow Vale Terrace
2010-90127,Griffin,Henry,Tammy,III,7/22/1996,20,7 Fallview Court
2001-94104,Welch,Sanchez,Nancy,,1/5/1996,20,4081 Charing Cross Place
2019-07388,Kim,Perry,Jane,III,6/18/1993,23,38 Artisan Road
2012-64287,Hicks,Evans,Phyllis,II,5/15/1992,24,5618 Green Ridge Center
2010-68062,Ortiz,Flores,Helen,,7/13/1991,25,2965 Swallow Alley
2011-83759,Kelley,,Donna,,11/24/1991,25,4 Amoth Junction
2015-63326,Reynolds,Wallace,Larry,,10/28/1996,20,067 Huxley Circle
2017-28117,Ferguson,Garza,Alice,,10/31/1990,26,0 Almo Park
2003-08883,Gray,Meyer,Jack,,5/2/1992,24,753 Melody Crossing
2016-46382,Kennedy,,Douglas,,2/5/1997,19,9 Esker Park
2001-60161,Alexander,Palmer,Ann,,10/26/1992,24,6 Raven Avenue
2004-35175,Williams,Kelley,Emily,,1/8/1992,24,79 Maple Wood Junction
2006-51873,Dunn,Hamilton,Sean,,2/3/1993,23,4590 Michigan Way
2012-12301,Hill,Snyder,Pamela,,1/25/1994,22,0 Thierer Drive
2000-45713,Simpson,,Jeffrey,,10/15/1993,23,1689 Pearson Avenue
2015-05528,Wagner,Montgomery,Brian,,1/5/1992,24,04308 Grasskamp Circle
2012-87403,Lopez,Gilbert,Gregory,II,3/22/1996,20,59 Corry Trail
2014-88167,Richards,Hall,Christopher,III,4/17/1995,21,58265 Miller Lane
2002-40516,Johnston,Gonzalez,Wanda,III,12/29/1995,21,44591 Shelley Way
2010-25467,Jordan,Perez,Marie,,1/16/1993,23,8213 Luster Center
2011-64194,Jones,Reyes,Jonathan,,9/22/1991,25,812 Algoma Trail
2011-98370,Sanchez,,Theresa,Sr.,4/1/1996,20,3 Arizona Alley
2016-45176,Lopez,Edwards,Katherine,,8/29/1997,19,7 Brown Plaza
2017-04541,Davis,Webb,Lisa,,3/28/1990,26,044 Warbler Terrace
2014-88172,Hanson,Hunt,Melissa,,7/19/1996,20,5959 Lakeland Trail
2009-91263,Hicks,Henderson,Shirley,II,8/10/1997,19,133 Crest Line Street
2000-91104,Olson,Duncan,Amy,,10/9/1993,23,7 Hintze Trail
2012-33388,Butler,Kelley,Joshua,,9/4/1991,25,2 Oriole Road
2015-32999,Larson,Willis,Paula,,6/21/1997,19,722 Blue Bill Park Alley
2004-65383,Richards,Nelson,Steven,,2/7/1997,19,9 Morningstar Terrace
2018-73966,Mason,Boyd,Anthony,,11/14/1997,19,30 Hazelcrest Circle
2006-15935,Coleman,Flores,Judith,,12/6/1997,19,980 Sycamore Street
2009-27431,Garrett,Burns,Jose,,8/6/1997,19,54 Garrison Plaza
2002-85123,Dunn,Ruiz,Dorothy,,11/15/1997,19,5744 Namekagon Pass
2005-62636,Wells,Meyer,Daniel,,1/31/1992,24,57931 Shopko Pass
2011-76470,Wood,Green,Billy,III,5/12/1990,26,44493 Rutledge Parkway
2012-13968,Hudson,Grant,John,II,5/1/1998,18,87310 Washington Drive
2000-83687,Stone,,Patrick,,2/23/1998,18,466 Russell Pass
2000-39282,Alvarez,Hanson,Kelly,III,5/3/1992,24,7196 Dixon Drive
2005-83725,Butler,Foster,Patricia,,11/28/1996,20,13 Esker Hill
2011-37745,Webb,,Roger,Jr.,6/25/1993,23,69 Division Drive
2007-93042,Knight,Bailey,Andrew,III,8/2/1990,26,9 Swallow Lane
2000-02592,Fowler,Bowman,Carolyn,Jr.,9/23/1996,20,90 Gale Street
2017-61971,Ortiz,,Earl,,9/12/1993,23,4887 Mayfield Trail
2001-70764,George,Franklin,Douglas,,9/2/1990,26,623 Ohio Drive
2001-09703,Schmidt,Alvarez,Ruby,,8/5/1994,22,0989 Blaine Point
2007-40782,Anderson,Payne,Bonnie,,1/4/1991,25,3320 Express Trail
2019-06167,Chavez,Bell,Fred,,1/1/1996,20,661 Sunnyside Terrace
2016-83721,Wells,Mcdonald,Matthew,,9/2/1991,25,977 Declaration Lane
2007-37909,Patterson,Ellis,Margaret,,7/18/1992,24,96639 Surrey Park
2015-12415,Ray,Hall,Lois,I,6/16/1996,20,7 Hollow Ridge Plaza
2013-90251,Walker,Holmes,Joshua,,8/12/1990,26,680 Esker Drive
2010-92639,Gordon,Ramirez,Mary,,6/21/1990,26,73317 Elgar Hill
2008-19058,Russell,Edwards,Nancy,,8/8/1994,22,71 Northridge Way
2009-16666,Harper,Bell,Eric,I,7/18/1994,22,71540 Troy Way
2008-29379,Scott,Pierce,Carol,II,9/22/1991,25,466 Eagan Place
2015-41652,Berry,Richardson,Janet,,4/28/1997,19,00 Maywood Alley
2008-12722,Woods,Shaw,Christopher,II,1/19/1994,22,99345 Valley Edge Parkway
2014-84276,Cox,Warren,Carl,I,5/5/1991,25,988 Maryland Drive
2009-44530,Ray,,Rose,,3/7/1994,22,48 Declaration Way
2008-91628,Shaw,Stevens,Carol,,12/17/1995,21,952 Bluestem Road
2012-19721,Thompson,Wheeler,Scott,,1/14/1997,19,8267 Hovde Point
2006-03985,Myers,Hansen,Nicholas,,9/1/1996,20,075 Fulton Court
2001-16257,Romero,Morris,Jeremy,,2/21/1997,19,2 Butterfield Park
2005-35463,Reynolds,Mendoza,Raymond,,4/12/1995,21,752 Bobwhite Alley
2007-41521,Alexander,Price,Carlos,,8/3/1996,20,51449 Upham Trail
2008-60910,Mccoy,Powell,Stephanie,,10/1/1992,24,7 Mockingbird Court
2010-90707,Pierce,Martinez,Douglas,,11/6/1997,19,2 Emmet Court
2002-44347,Green,Edwards,Barbara,,4/26/1994,22,1 Fulton Hill
2016-82960,Harper,Turner,Laura,,12/11/1993,23,48651 Superior Point
2009-83034,Stanley,Bell,Todd,,4/10/1992,24,9850 Prairieview Crossing
2001-27345,Olson,,Edward,,8/28/1992,24,448 Sachs Crossing
2014-41375,Harrison,Simmons,Norma,,2/9/1994,22,6 Anzinger Park
2007-18576,Lawson,Myers,Raymond,,3/6/1990,26,3 Coolidge Point
2017-77184,Hudson,Mcdonald,Annie,,2/2/1993,23,84 Nelson Street
2010-41085,Snyder,Nelson,Earl,,9/9/1997,19,54 Gulseth Hill
2007-88533,Stewart,Bryant,Stephen,,10/11/1992,24,04417 Packers Pass
2000-71973,Fisher,Long,Frances,,3/4/1997,19,2 Rutledge Point
2001-71937,Burke,Henry,Russell,,8/1/1993,23,7584 Kennedy Plaza
2009-98660,Bailey,Little,Julia,,2/26/1994,22,5635 Corry Avenue
2005-63584,Cooper,Sims,Melissa,,9/15/1995,21,7405 Fordem Crossing
2010-46670,Gilbert,Hanson,Ralph,,11/20/1994,22,0 Victoria Point
2009-20730,Webb,Robertson,Douglas,Jr.,11/6/1990,26,3058 Meadow Ridge Parkway
2000-63637,Wright,Torres,Jacqueline,Sr.,9/19/1995,21,195 Beilfuss Avenue
2013-21659,Carter,Simmons,Joan,,4/3/1998,18,075 Buell Avenue
2012-71417,Hudson,Ford,Kelly,,8/14/1997,19,423 Kinsman Drive
2015-94161,Bowman,Bell,Jane,,2/27/1996,20,77 Forest Run Junction
2004-06169,Brown,Jacobs,Doris,,6/30/1996,20,39656 Del Sol Lane
2001-64802,Burton,Davis,Ralph,III,3/20/1998,18,877 Killdeer Center
2002-11655,Adams,Carpenter,Jean,,11/8/1991,25,194 Eastwood Terrace
2011-47177,Lopez,Grant,Angela,,11/7/1997,19,63329 Cody Lane
2017-17267,Gordon,Reynolds,Ruby,,12/2/1997,19,39 Bonner Alley
2013-26384,Flores,Kelley,Gerald,,10/8/1994,22,97 Union Lane
2014-03962,Myers,Day,Patrick,Sr.,10/3/1996,20,4064 Roth Alley
2007-06597,Ruiz,Cruz,Stephanie,,1/27/1992,24,1 Armistice Hill
2017-78398,Cunningham,Dunn,Roy,,4/4/1992,24,9 American Point
2005-00091,Carpenter,,Jesse,I,4/4/1995,21,33427 Blaine Plaza
2005-42339,Stephens,Alexander,Joe,,12/26/1993,23,85 Montana Court
2004-25244,Fields,James,Jacqueline,,10/19/1995,21,976 Tennessee Avenue
2005-64793,Oliver,Pierce,Samuel,,2/6/1994,22,96 Hallows Terrace
2008-81537,Smith,Russell,Marie,II,8/1/1994,22,7710 Waxwing Hill
2011-47373,Carr,Martinez,Stephanie,,7/20/1990,26,5 Eastlawn Pass
2014-59235,Frazier,,Janice,,1/17/1995,21,4646 Blackbird Street
2013-08325,Russell,Lawrence,Andrea,III,2/23/1997,19,748 Esker Lane
2005-96636,Dean,Jacobs,Justin,,4/3/1990,26,18 Daystar Point
2010-58769,Carpenter,Clark,Albert,III,11/23/1994,22,1 Kinsman Avenue
2002-75116,Watkins,,Craig,,12/20/1994,22,3145 Northfield Drive
2017-62016,Lee,Simmons,Richard,III,8/29/1995,21,0548 Cardinal Crossing
2003-31278,Patterson,Patterson,Ryan,,11/28/1996,20,4 Vernon Point
2005-32231,Lynch,,Marie,,8/23/1993,23,9 Sullivan Circle
2008-96798,Wheeler,Arnold,Jessica,,1/19/1997,19,2191 Boyd Hill
2016-32066,Franklin,Evans,Kathleen,,11/1/1995,21,515 Bobwhite Pass
2005-07275,Roberts,Morgan,Albert,,2/13/1994,22,57304 Delladonna Alley
2009-75905,Greene,Cole,Craig,,12/15/1992,24,393 Oak Valley Road
2010-21575,Owens,Montgomery,Stephanie,II,1/14/1996,20,52292 Corben Way
2010-60282,Lewis,Wells,Amanda,,4/20/1996,20,9275 Cascade Point
2015-22784,Hawkins,Garrett,Kathleen,,3/16/1997,19,3713 Grover Way
2003-05683,Jones,Watson,Kenneth,,1/28/1994,22,9897 Roth Trail
2018-40796,Ramos,Nelson,Andrew,,8/16/1994,22,33 Eagle Crest Junction
2001-82609,Mills,Ramirez,Todd,,6/8/1991,25,6403 Onsgard Terrace
2011-09078,Thomas,,Elizabeth,,6/1/1995,21,39212 Macpherson Park
2017-86269,Henderson,,Benjamin,III,9/9/1991,25,517 Gale Court
2005-64408,Romero,Knight,Annie,III,4/25/1992,24,42648 Lien Alley
